Contract ID,NAICS,Date Signed,Contracting Agency ID,PSC,Region,Business Entity ID,Action Obligation ($),Modification Count,Total Modified Action Obligation ($),Competition Type,Bids
N4008017C4454,236220,2017-09-21,1700,Z1DB,Southeast,KVG8BMXKRMN9,98703,0,0,Open,""
47PE0322C0010,236220,2022-09-16,4740,Z1AA,Southeast,H15YNL5CB4G1,9032185,8,1303162,Restricted,1
N4008011C4411,236220,2011-09-29,1700,Z142,Southeast,J9F4RQ1G6NE1,751000,3,108684,Open,""
GS04P09EXC0089,236220,2009-06-19,4740,Z111,Southeast,RZDZY2NWYSY9,861333,8,83103,Restricted,1
GS00P14LYC0022,236220,2014-07-21,4740,Z2AZ,Southeast,S3GLSK2EZKA1,536100,5,82885,Restricted,1
W912HY07C0001,236220,2006-10-26,2100,Z199,Southwest,ZARPSUZSLMJ8,399155,1,4848,Restricted,1
47PF0021C0005,236220,2020-10-29,4740,Z2AA,Midwest,JBNZZ87KNTZ8,33345,1,0,Restricted,1
DTFASW10C00059,236220,2010-04-27,6920,Z121,Southwest,SF57GMGHVLT4,650825,0,0,Open,3
47PK1619C0003,236220,2019-02-26,4740,Z2AA,West,V79BMWJ66XC6,24906,0,0,Open,1
36C24124C0013,236220,2023-12-19,3600,Y1DZ,Northeast,NM8QG4293493,209850,0,0,Open,9
VA248C1221,236220,2009-09-15,3600,Z141,Southeast,EERXQPG9J2W7,591778,0,0,Restricted,1
GS11P09YTC0457,236220,2009-09-01,4740,Z111,Southeast,LXC6T8UQ56M9,403886,1,19679,Restricted,1
GS09P11WBC0004,236220,2010-11-29,4740,AD61,West,CY9LGPKEVTG7,6200,0,0,Open,1
N4008017C0509,236220,2017-09-27,1700,Z1HB,Southeast,T4KABN8LU4K6,1886226,2,313281,Open,""
W919QA11C0026,236220,2011-01-13,2100,Y199,Southeast,LN9PU5M2YZN5,147100,0,0,Open,1
N4008008C4410,236220,2008-07-11,1700,Z199,Southeast,CEHNA6XZU795,1525228,0,0,Open,""
VA241C0745,236220,2008-09-17,3600,Z149,Northeast,LKC1YLJ12NB4,679959,0,0,Restricted,1
HHSI161200600052C,236220,2006-08-14,7527,Y141,Southwest,XRT8V7ELMFQ9,131776,2,0,Restricted,1
VA52812C0040,236220,2012-03-29,3600,Z1DA,Northeast,NYDFBMPJRFK7,66500,0,0,Open,9
SLI60014C0009,236220,2014-08-27,1900,Y1FA,Southeast,LN9PU5M2YZN5,17747,2,2900,Open,3
INP16PC00016,236220,2015-11-09,1443,Z2JZ,Northeast,V5MSQAJAH5P5,152171,2,24063,Restricted,1
W912PP10C0026,236220,2010-09-07,2100,Y119,West,FMW2Z3B2YJ79,16694577,99,4937678,Open,8
INPC9917080012,236220,2008-05-01,1443,Y119,West,WBKMJBKZMY49,3601000,7,157006,Open,3
W911SG20C0008,236220,2020-06-01,2100,Y1JZ,Southwest,JJ7CTZM3UJ17,431933,4,49487,Restricted,1
VA250C0059,236220,2007-09-06,3600,Z119,Southeast,MC2QN8V71619,312766,1,2708,Open,3
W911XK08C0028,236220,2008-09-11,2100,Z119,Midwest,ZQAUQLNGU454,38633,0,0,Open,1
INP15PC00710,236220,2015-09-16,1443,J055,Southwest,JCBPULHKCDN8,10100,0,0,Open,2
W911SG20C0040,236220,2020-09-22,2100,Z2FB,Southwest,G7H9UH2A6VA9,177958,3,0,Restricted,1
DAHA3503C0027,236220,2003-09-29,2100,Y129,West,NPRHJXMJ1JS4,38568,1,400,Restricted,1
VA25115C0012,236220,2014-11-10,3600,Z1LB,Southeast,UJMKBK5AMBS4,249400,2,27690,Open,4
W912HN22C3000,236220,2021-11-09,2100,Y1CZ,Southeast,LTJ1KM3SKHC9,22771438,13,2255974,Open,6
W91B4P10C0063,236220,2010-06-20,2100,Y166,Southeast,LN9PU5M2YZN5,23179,0,0,Open,1
W912DR18C0055,236220,2018-09-30,2100,Z2JZ,Southeast,KW9NCQ8W64S4,1921864,4,432152,Restricted,1
140F0420C0015,236220,2020-08-04,1448,Z2EC,Southeast,KCYXLTWPA849,159866,3,9372,Restricted,1
F17CC10163,236220,2017-02-07,3300,C1JA,Southeast,HBJZDLDUR9L7,50431,0,0,Open,4
TOS08073,236220,2008-09-30,2001,Z119,Southeast,NLLKV94M2BP3,56465,0,0,Restricted,1
DOCAB133014CN0164,236220,2014-09-25,1330,Y1QA,West,HM1PS6FAK6U7,202626,4,86208,Restricted,1
GS11P16YTC7188,236220,2016-09-13,4740,Y1AA,Southeast,J36HXHWD8JY5,35319,2,0,Restricted,1
V678C08038A,236220,2004-09-10,3600,Z141,Southwest,STJXNA5AA7F4,769478,6,31996,Restricted,1
GS09P10NPC0015,236220,2010-12-15,4740,Z111,West,YJGTUP1W3JX9,91767,3,18746,Restricted,1
V539C792,236220,2005-12-22,3600,AD61,Midwest,FVPJT1CEM1F4,4094000,0,0,Open,3
VA101F14C0017,236220,2014-06-02,3600,Y1AZ,Northeast,FAVJJLPEAU89,4697256,29,678609,Open,2
INPC5320060068,236220,2006-05-23,1443,Y162,Southeast,DLG9X3LBX6M6,136500,1,0,Restricted,1
MSFC0200110DNAS801182,236220,2001-10-15,8000,Z119,Southeast,T5J9U9BDFV33,747600,2,221351,Open,6
N4008019C4437,236220,2019-09-26,1700,Y1JZ,Southeast,U47LHAFY3945,313343,3,34387,Open,""
DTFAGL08C00187,236220,2008-07-02,6920,Z111,Midwest,FMN2MZLLMGN3,26783,0,0,Open,3
N6247310C0208,236220,2010-06-29,1700,Z199,West,EMVWFLVNM2C7,937208,0,0,Open,""
47PK1522C0001,236220,2021-11-03,4740,Y1AZ,West,V79BMWJ66XC6,20481,0,0,Open,1
N6945009C6833,236220,2009-09-29,1700,Z111,Southwest,QNGDJKK6AJP1,574807,2,21334,Open,""
INP12PC00029,236220,2012-06-19,1443,Y1EZ,West,DBX8K2GJG2W1,72516,1,2256,Restricted,1
W9124C22C0009,236220,2022-07-31,2100,Z2QA,Southeast,N6HFKLNTN995,1076426,2,243223,Restricted,1
VA246C0121,236220,2007-08-23,3600,Z141,Southeast,E4N7Z83T2SK7,148330,3,45817,Restricted,1
INF40181RC007,236220,2010-01-26,1448,Z199,Southeast,L7W1Y4TNBK49,128537,1,18623,Restricted,1
FA860104C0029,236220,2004-07-19,5700,Z199,Midwest,TABLTHULNJJ7,1025000,0,0,Open,""
VA25615C0166,236220,2015-09-29,3600,Y1DB,Southeast,W7AGEY9GZAQ1,7270078,10,910959,Open,3
W91B4L09C0085,236220,2009-09-28,2100,Y199,Southeast,LN9PU5M2YZN5,29394,1,0,Open,1
W912QR15C0001,236220,2014-11-10,2100,Y1CA,Midwest,GMQAPW1PMFS9,50558542,41,2412586,Open,4
VA24713C0066,236220,2013-01-28,3600,Y1DZ,Southeast,X7A3RGSE1826,3993455,3,347730,Open,15
GS11P12MAC0388,236220,2012-09-13,4740,Y1AA,Southeast,GJ73YK46LRJ7,144900,0,0,Open,1
DAHA1003C0002,236220,2003-06-19,2100,Z111,West,DJYNGDHKC1Y7,76920,0,0,Restricted,1
GS08P14JBC0108,236220,2014-09-16,4740,Z2AA,West,R49TDHUQEM83,9849,0,0,Restricted,1
W911QY14C0117,236220,2014-09-25,2100,Z1AA,West,T6JWHPNCPXU3,195000,3,50446,Restricted,1
NGA16FC1859RC,236220,2016-09-16,3355,Y1QA,West,RLLHU9DZZNL3,408362,4,1355855,Restricted,1
N6945022C0014,236220,2022-07-20,1700,Y1JZ,Southeast,VEK8Q3N95887,3416198,3,264900,Open,""
V69DC7888A,236220,2005-09-27,3600,Z149,Midwest,SG3GN6BBA5C9,201969,2,49141,Restricted,1
W9124M09C0013,236220,2009-02-19,2100,Y129,Southeast,S26CS5EGE4L5,709649,3,44409,Restricted,1
HSCGG106N3WX001,236220,2005-10-14,7008,Z199,Southeast,U9KVV1JRSFD7,53800,1,6400,Open,8
INN10PC18308,236220,2010-06-09,1406,Z299,West,LR2LUD4TMMU6,152213,1,0,Restricted,1
W9128F13C0005,236220,2013-05-02,2100,Y1FC,Midwest,PGUPK1DSLPN9,94876000,24,1311787,Open,14
GS09P06KZC3013,236220,2006-08-22,4740,Z111,West,Y5MKPBH47154,485000,7,503155,Restricted,1
FA813722C0005,236220,2022-02-03,5700,Z1EB,Southwest,D56MUMNUV8S5,105597,0,0,Open,""
20000200309DC1211030909,236220,2003-09-15,1443,Y119,Southwest,EJL7EJX13B16,2941908,3,157834,Open,2
W911SA09C0015,236220,2009-09-23,2100,Z299,Midwest,SG3GN6BBA5C9,377309,0,0,Restricted,1
SAQMMA10C0061,236220,2010-04-19,1900,Y111,Northeast,C45ULTNK21T3,15782946,16,7220450,Open,6
W911S811C0001,236220,2010-11-10,2100,Z199,West,WKNWJUHS5423,2453747,11,1198224,Open,5
VA24216C0062,236220,2016-09-15,3600,Z2DA,Northeast,XCHST6L53NH6,3886870,3,25387,Open,5
GS01P09NFC0041,236220,2009-09-14,4740,Z111,Northeast,CLQMC69ABZ17,5774,0,0,Open,1
DTFASA17C00239,236220,2017-02-22,6920,Y1BC,Southwest,GJQUHH84TNM3,132466,0,0,Open,7
N6247324C4003,236220,2024-09-26,1700,Z2AA,West,FZH9TJF7QZR1,210927,0,0,Open,""
VA610C0002,236220,2006-09-13,3600,Z111,Midwest,Z9H3N5FCTS11,9529,0,0,Open,4
W917PM08C0085,236220,2008-09-11,2100,Y119,Southeast,LN9PU5M2YZN5,3673851,1,3029751,Open,3
VA101F13C0077,236220,2013-09-30,3600,Y1DZ,Southeast,QGQJGRHKLYP6,2526768,16,284816,Open,3
36C25219C0166,236220,2019-06-26,3600,Z1DA,Midwest,QST7A5N63TL4,1353414,4,275304,Open,5
W9127819C0020,236220,2019-06-12,2100,Y1JZ,Southeast,FH2CSF62KVH7,13157500,10,387228,Open,2
VA248C1103,236220,2009-05-20,3600,Z119,Southeast,KG8JU7LLKEJ4,14900,0,0,Restricted,1
W912JM09C0017,236220,2009-08-26,2100,Y119,Southeast,LKC6KDBGL6P4,112936,0,0,Restricted,1
W50S6Q24C0002,236220,2024-09-17,2100,Y1AA,Southwest,MS7BX7GMVA61,6959212,0,0,Open,2
DOLJ051A20151,236220,2005-06-30,1630,Y119,West,JN1SGFCFZYJ7,2713000,1,0,Open,""
W9123806C0042,236220,2006-09-30,2100,Z199,West,EWR7Y8QFBZB8,1166194,2,117272,Restricted,1
VA255C1403,236220,2009-09-25,3600,Z141,Midwest,MU7JCY7R23J8,263500,2,4013,Restricted,1
N3319115C1225,236220,2015-09-26,1700,Y1DA,Southeast,LN9PU5M2YZN5,299800,1,1,Open,""
W91B4N10C8155,236220,2010-07-03,2100,Y199,Southeast,LN9PU5M2YZN5,662669,0,0,Open,1
W911S608C0007,236220,2008-09-30,2100,Y164,West,SU37HAKLJDR6,866142,3,101103,Restricted,1
W5K9FH11C0147,236220,2011-04-14,2100,5410,Southeast,NN2NGPDNCK23,1399424,2,0,Open,1
AG4568C080096,236220,2008-06-27,12C2,Z119,Southeast,FF7SELFFUG81,27826,0,0,Open,1
HHSF22320049922C,236220,2003-11-04,7524,Z119,West,FVZSTWG6M5K8,168935,0,0,Open,1
MDA94603C0009,236220,2002-12-26,97F5,Z111,Southeast,RJU8JFKF4D65,2911,0,0,Open,""
W917BK09C0056,236220,2009-09-16,2100,Y199,Southeast,LN9PU5M2YZN5,947910,6,265547,Open,59
12405B22C0001,236220,2022-03-14,12H2,Y1PZ,Southeast,STVCJNQKVBC3,91353,0,0,Open,15
GS06P04TKC0023,236220,2004-12-15,4740,Z111,Midwest,YV5CFTNKGL67,0,0,0,Open,3
36C24221C0058,236220,2020-12-30,3600,Z1DA,Northeast,N78KKEV1N7V7,247700,1,0,Open,5
GS11P09YEC0190,236220,2009-07-22,4740,Z111,Southeast,N5S2UQEWU8J9,78120,0,0,Restricted,1
N4008518C3039,236220,2018-09-29,1700,Z2PZ,Midwest,XJEBDRH9UKK5,2800121,1,47507,Open,""
VA26313C0036,236220,2012-12-31,3600,Z2DA,Midwest,P3CTJ2KMB3J8,194365,4,9764,Open,6
W9123608C0082,236220,2008-09-30,2100,Y119,Southeast,KJVTN4GLDZZ6,364076,0,0,Restricted,1
W912JM12C0006,236220,2012-02-27,2100,Z1LB,Southeast,S26CS5EGE4L5,155033,2,45356,Restricted,1
W911QY14C0120,236220,2014-09-26,2100,Z1AA,West,VMLEJ5KNB2M9,566164,4,4471,Restricted,1
GS11P16NWC7077,236220,2016-08-25,4740,Z1AA,Southeast,XEQ3L57D2J24,22313,3,0,Open,1
AG4568C080074,236220,2008-06-24,12C2,Z119,Southeast,MNCXD1RMMNE8,27826,1,27826,Restricted,1
W911S110C0010,236220,2010-03-30,2100,Z199,Southeast,MQ48EA8RREF4,252500,26,43159,Open,""
W50S6Q20C0005,236220,2020-09-20,2100,Y1AZ,Southwest,DXCYR1JGELG1,246376,3,160144,Open,2
36C25222C0005,236220,2021-12-06,3600,Z1DA,Midwest,N63JMDNHP699,1806969,5,187004,Open,5
W5J9JE11C0048,236220,2011-03-16,2100,Y199,Southeast,LN9PU5M2YZN5,12076,0,0,Open,3
FA452814C3005,236220,2014-09-19,5700,Z1AZ,Midwest,TA2MYQCEKFD8,2452114,4,71143,Open,""
W90U4211C4010,236220,2010-12-05,2100,Y199,Southeast,LN9PU5M2YZN5,154238,0,0,Open,1
DTFAWN15C00148,236220,2015-03-10,6920,S208,West,FYJWB1SCPAK3,26210,0,0,Open,3
GS10P15XCC0006,236220,2015-07-29,4740,Z2AA,West,CNK9KG2BZHV7,90034,1,803,Restricted,1
HHSN272201600001C,236220,2015-11-22,7529,C1AZ,Southeast,GJ73YK46LRJ7,938575,11,393237,Restricted,1
N6246703C9155,236220,2003-09-26,1700,Y299,Southeast,X17BRZLBN766,585491,3,138967,Open,""
GS11P14MAC0330,236220,2014-08-28,4740,Z1AA,Southeast,CP4NW4REPH28,32035,1,0,Restricted,1
DTFACE09C00088,236220,2009-08-21,6920,P400,West,X5E3CJ78VKV9,125200,0,0,Open,3
AG32SCC170101,236220,2017-09-28,12H2,Z2AA,Northeast,XFNNVZ13V5W5,458600,1,12592,Restricted,1
N4008511C4022,236220,2011-06-02,1700,Y164,Southeast,XMPLJ7DB91M4,14822624,17,2139083,Open,""
47PM1021C0015,236220,2021-05-06,4740,Z2AA,Southeast,M1RKCPJ88977,37805,1,0,Restricted,1
47PK0725C0001,236220,2024-11-07,4740,Z2AA,West,WJMCTFMA4LR1,25299,0,0,Open,1
W91JA411C7136,236220,2011-04-14,2100,Z152,Southeast,LN9PU5M2YZN5,24856,0,0,Open,1
GS09P16WFC7004,236220,2015-12-02,4740,Z2AA,West,SKPEMNW1TEN8,19050,0,0,Restricted,1
INPC2011090003,236220,2009-09-04,1443,Y111,Southeast,PH8LWHJXYGU6,3159224,7,895809,Open,7
W912HP19C6000,236220,2019-08-08,2100,Y1JZ,Southeast,PPMREJL7KKD9,2213148,5,504027,Open,1
W912DR08C0070,236220,2008-09-28,2100,Y199,Southeast,GQK3TSVH3CL1,5183653,17,245661,Restricted,1
W911SD05C0005,236220,2005-02-09,2100,Y199,Northeast,GH63NJLPWE11,70000,0,0,Restricted,1
DTFAWN15C00298,236220,2015-09-24,6920,Y1BC,West,X9GPP4H2LFF2,3473719,13,673670,Open,3
N6945013C0754,236220,2013-07-25,1700,Y1EZ,Southeast,TM6LCC4X4CV1,10168000,20,3017486,Open,""
GS05P12SLC0050,236220,2012-08-01,4740,Z2AA,Midwest,M931QEZX3266,397567,2,36463,Restricted,1
W912JA08C0009,236220,2008-09-25,2100,Z111,Southeast,L7NEC7Z39HR3,92840,1,1097,Open,3
GS08P08JBP0108,236220,2008-09-26,4740,Z111,West,T29KPANQL3H2,9620,0,0,Restricted,1
HHSD200201356915C,236220,2013-08-26,7523,Y1JZ,West,WDXFDCE791T1,3679709,14,1703747,Restricted,1
36C24618C0001,236220,2018-02-09,3600,Z1DA,Southeast,QMGWKT2DEK59,426943,2,106323,Restricted,1
W15QKN18C1032,236220,2018-09-19,2100,Y1EZ,Northeast,VHGWH3MTNRB6,367344,1,0,Restricted,1
W5J9LE10C0006,236220,2010-03-13,2100,Y199,Southeast,LN9PU5M2YZN5,1410000,3,0,Open,5
47PK1620C0005,236220,2020-05-01,4740,Z2AA,West,V5B6HWYSAM48,170483,2,4350,Open,1
FA480110C0002,236220,2010-06-04,5700,Z111,Southwest,XUWNY2NVEDH9,4837,1,0,Open,""
V605C07798A,236220,2005-09-27,3600,Z141,West,HNFPFN7KV558,142024,0,0,Restricted,1
W9136418C0004,236220,2018-09-28,2100,N045,Midwest,M931QEZX3266,510221,1,13823,Restricted,1
VA101CFMC0168,236220,2011-09-30,3600,Y141,Midwest,XQSLFH3YMA43,98753929,494,27844677,Open,7
GS03P17DXC0014,236220,2017-06-06,4740,Z2AA,Southeast,GJ73YK46LRJ7,2181217,8,239133,Restricted,1
36C25918C0143,236220,2018-04-03,3600,Z1DA,West,RZDNMLWD95E5,26050,0,0,Open,2
W5J9LE13C0031,236220,2013-05-05,2100,Y1JZ,Southeast,KA5HQCLKUVW1,844562,9,496791,Open,2
W912JV11C0006,236220,2011-03-18,2100,C119,West,NYHBSXBXJBQ9,3457,0,0,Restricted,1
VA24812C0330,236220,2012-09-26,3600,Z1AA,Southeast,H96PDY7RGJW3,124731,0,0,Open,1
W9124710C0065,236220,2010-09-30,2100,Y179,Southeast,YJBKFTUDUU85,1848402,2,23548,Restricted,1
V564C345,236220,2005-12-29,3600,Z141,Southeast,HN2NP6EAKJG8,6659,0,0,Open,1
6973GH22C00024,236220,2022-01-11,6920,Z2BC,Midwest,Z9QKVZFPEDM1,223719,1,53519,Open,8
W912CG07C0005,236220,2007-09-18,2100,Z111,Northeast,UY7EJMGP7D94,541144,4,43003,Restricted,1
W912KC06C0008,236220,2006-08-17,2100,Y299,Northeast,GA2JMC1FT9A8,4306000,1,0,Open,4
FA255009C1021,236220,2009-09-22,5700,Z119,West,CE81D8ES7TJ7,320481,1,0,Open,""
36C25920C0159,236220,2020-09-10,3600,Z1DA,West,J4PAKJ2G8MC5,70121,0,0,Open,22
GS08P14JBP0049,236220,2014-06-05,4740,Z2AA,West,E2DUL8MUTJV4,7577,1,0,Restricted,1
W912DY18C0070,236220,2018-09-30,2100,Y1JZ,Southeast,QL1MMCEDMMY5,276490,1,55726,Restricted,1
GS11P14MKC0066,236220,2015-08-19,4740,Y1AA,Southeast,R6CPWWDD4AM1,9325000,14,15684453,Open,4
12905B19C0021,236220,2019-08-06,12H2,Z2AA,West,GJ38U159CDH7,46060,0,0,Open,1
VA244C0841,236220,2009-05-01,3600,Y149,Northeast,EN25YD2VC6Z6,399942,0,0,Restricted,1
W91SMC17C0003,236220,2017-07-27,2100,Y1AZ,Midwest,W6MCY6DWNDR5,188804,5,34846,Open,6
36C25923C0017,236220,2022-12-13,3600,Z2DA,West,U863WPLYRS13,3823900,2,0,Open,2
FA446010C0017,236220,2010-09-30,5700,Y199,Southeast,FW5CAJUMA455,745000,4,0,Open,""
N6945017C5205,236220,2017-02-15,1700,Z2GZ,Southeast,PJLSDJMLP8D8,266601,1,10167,Open,""
FA700011C0035,236220,2011-09-27,5700,Y299,West,KMB7QD6TH6R5,27826000,4,469007,Open,""
W911KB10C0016,236220,2010-06-04,2100,Y159,West,N5TSKMTX4275,1679986,3,177700,Restricted,1
W5J9JE12C0052,236220,2012-02-25,2100,Y1AZ,Southeast,NN2NGPDNCK23,1851970,10,755465,Open,5
47PB0222C0001,236220,2021-10-18,4740,Z2AA,Northeast,SCUWLHDYLMD8,131700,3,4222,Open,2
GS03P15DXC0031,236220,2015-05-15,4740,Z2AA,Northeast,NWLKEJJSEBQ1,1200000,8,427850,Restricted,1
GS11P09MAM0334,236220,2009-09-15,4740,AD61,Southeast,N5S2UQEWU8J9,27970,0,0,Restricted,1
W5K9FH12C0120,236220,2012-04-23,2100,Y1AZ,Southeast,LN9PU5M2YZN5,272520,2,43020,Open,1
N6247403C9010,236220,2003-09-26,1700,Y111,West,GA16SVWU8NE8,1349056,3,56195,Open,""
W91B4N10C8147,236220,2010-06-29,2100,Y111,Southeast,LN9PU5M2YZN5,292030,0,0,Open,1
W91QV110C0047,236220,2010-09-14,2100,Y199,Southeast,CTN6BNFX85D5,157776,2,0,Restricted,1
VA24117C0056,236220,2017-03-29,3600,Z1DA,Northeast,LKC1YLJ12NB4,7156,0,0,Open,3
INP17PC00243,236220,2017-06-16,1443,Z1AZ,Southeast,GR7BMM6NPH18,56530,1,0,Open,1
N4008009C3033,236220,2009-09-09,1700,Y119,Southeast,HMRMC9VEM669,1845214,1,0,Open,""
SR000200307DGS05P03SRC0735,236220,2003-07-15,4740,Z111,Midwest,VLN1HBXVPJG3,574,0,0,Open,1
VA262C0141,236220,2007-09-15,3600,Z141,West,NTMVJJJFLAN4,129900,0,0,Restricted,1
V691C734,236220,2005-09-28,3600,Z141,West,NHTKNZP5MSD1,3134836,0,0,Restricted,1
W9126G18C0138,236220,2018-09-30,2100,Z2FZ,Southwest,CKDLL7FWH1K3,1101016,2,0,Open,1
DTRT5712C10074,236220,2012-09-21,6901,Y1QA,Northeast,XN2TFGKCHQG6,2681594,5,87167,Restricted,1
W917BG08C0047,236220,2008-06-15,2100,Y131,Southeast,LN9PU5M2YZN5,113364,1,113364,Open,20
F3861003C0013,236220,2003-07-31,5700,Z161,Southeast,HEDGTC4CMLJ7,686687,1,55000,Open,""
2032H323C00026,236220,2023-08-02,2001,Z2AA,Southeast,GR8LJ61N3PM5,112936,0,0,Restricted,1
N6945016C5923,236220,2016-06-23,1700,Z1NE,Southeast,V56QTXNPEE94,187194,1,25499,Open,""
FA301616C0022,236220,2016-07-27,5700,Z2AA,Southwest,TSQJL4QKTFS7,3745982,4,177222,Open,""
GS06P11GYC0003,236220,2011-07-08,4740,Z111,Midwest,H666L435Y693,496374,6,46101,Restricted,1
GS11P17YMC0029,236220,2017-04-14,4740,Z2AA,Southeast,V5NWWR9UUJR8,158131,0,0,Open,1
AG569RC100013,236220,2010-05-24,12C2,Z119,Midwest,H8KMD811NZE3,0,2,985602,Restricted,1
W5J9JE12C0033,236220,2012-01-25,2100,Y1AZ,Southeast,NN2NGPDNCK23,281547,4,0,Open,3
W9126G14C0067,236220,2014-09-27,2100,Y1JZ,Southwest,N6GETUA2PH85,1623546,1,0,Restricted,1
W912L619C5004,236220,2019-09-19,2100,Z2PZ,Southeast,HCJFAHEJWLD5,358043,3,289964,Open,3
GS11P07YTC0322,236220,2007-05-23,4740,Z111,Southeast,JVECDKERKEJ3,3925,0,0,Open,1
W50S8P23C0001,236220,2023-04-10,2100,Y1AA,Midwest,HSNSA7N7F5D9,7999400,4,0,Open,5
47PG0724C0010,236220,2024-09-09,4740,Z2AA,West,KEUPEUF8J3F7,24955,1,0,Open,2
36C25020C0243,236220,2020-09-24,3600,Z1DA,Midwest,X8ZVMA1MMKM9,1314000,1,260899,Open,7
47PA0319C0043,236220,2019-09-30,4740,Z1AA,Southeast,KW9NCQ8W64S4,2812929,2,0,Restricted,1
W5J9JE11C0165,236220,2011-07-31,2100,Y111,Southeast,NN2NGPDNCK23,1863000,4,72823,Open,4
VA249C0239,236220,2007-09-11,3600,Z224,Southeast,MC2QN8V71619,475344,0,0,Open,3
GS03P14DXC0019,236220,2014-07-24,4740,Z2AA,Southeast,FQ1AVUFXKME6,185795,2,0,Restricted,1
N6945011C0061,236220,2011-09-27,1700,Y199,Southeast,QRHRNNZ6ECC7,626058,4,37359,Open,""
F10CC10106,236220,2010-01-20,3300,Z191,Southeast,DW1LHQ7EA8T4,43708,0,0,Restricted,1
INA15PC00065,236220,2015-04-28,1450,Z2CA,Midwest,VL9PJ43ZX4Z2,311460,2,38978,Open,2
VA528C0940,236220,2011-09-15,3600,Z141,Northeast,R34MRBPK3E94,57200,0,0,Open,4
140L0620C0034,236220,2020-07-30,1422,Z2JZ,West,ZXD1UXJ5YMQ1,147945,2,0,Open,3
VA244C1527,236220,2010-09-21,3600,Z141,Northeast,EN25YD2VC6Z6,1825000,2,76395,Open,3
V786C842,236220,2005-08-05,3600,Y152,Southeast,QZGMDLEMKB43,2263000,5,243329,Open,5
AG32SCC120026,236220,2012-09-25,12H2,Y1PZ,Midwest,KNWJA7HGJPZ6,564450,3,57874,Restricted,1
GS09P13WMC0015,236220,2013-01-29,4740,Z2AA,Southwest,PGTHBQD7LT28,47913,1,859,Restricted,1
W5J9JE11C0019,236220,2011-01-31,2100,Y111,Southeast,NN2NGPDNCK23,1283203,9,607879,Restricted,1
W912DQ17C4021,236220,2017-09-30,2100,Y1JZ,Southeast,JMCFBVM7YNW7,1386719,9,87158,Restricted,1
GS04P06EXC0040,236220,2006-06-07,4740,Z111,Southeast,QTMXBFXSB8A5,96386,4,51208,Restricted,1
36C25818C0047,236220,2018-03-28,3600,Z2DZ,West,YEXAMTSTKRU1,870000,1,67693,Restricted,1
W912PM18C0015,236220,2018-08-27,2100,Y1JZ,Southeast,VRAHG9BDXCP9,12187034,12,2626091,Open,7
FA330020C0053,236220,2020-09-22,5700,Z2AZ,Southeast,EQUGGRN48HG5,131943,1,6179,Open,""
W9124724C0014,236220,2024-04-10,2100,Z2FB,Southeast,PTHMDBNVTF45,34030,1,0,Open,1
GS05P05GBC0050,236220,2005-09-29,4740,Y111,Midwest,F3XNVDG59VH7,1938897,9,62722,Restricted,1
47PF0018C0019,236220,2017-12-20,4740,Z2AA,Midwest,YCZ8B6ZJATG1,370225,6,102270,Restricted,1
W9124M10C0015,236220,2010-05-26,2100,Z299,Southeast,HRX2R1NG15B3,539996,0,0,Open,19
W912L312C5004,236220,2012-03-27,2100,Z2AA,West,MXR3WNLDEDS6,2325,2,22675,Open,2
20000200307DC1211030916,236220,2003-07-15,1443,Z299,Southwest,J695EGNCJXB5,100133,1,11372,Open,1
INPC8078030600,236220,2003-11-10,1443,Y139,West,KTWQMTSHBTE8,1844991,9,148904,Open,4
VA69DC0710,236220,2008-09-18,3600,Z142,Midwest,ZJE3GTWE6D36,13805,0,0,Restricted,1
FA488707C0051,236220,2007-09-29,5700,Y111,West,FHDUMPMKEPC3,1212861,3,56761,Open,""
VA258C0044,236220,2007-09-24,3600,Z141,Southwest,KJLTLNEV5E11,35799,0,0,Restricted,1
GS08P11JCC0002,236220,2010-12-20,4740,Z111,West,DC4LHY5LJ391,2110832,8,38558,Restricted,1
W5J9JE12C0080,236220,2012-05-21,2100,Y1AZ,Southeast,LN9PU5M2YZN5,1524600,3,1524600,Open,7
W912HP14C0023,236220,2014-09-29,2100,C222,Southeast,PQKLNM1CL3Y3,1272908,1,71250,Restricted,1
47PE0520C0003,236220,2019-12-11,4740,Z2AA,Southeast,VA7DASVR78N8,28126,3,28126,Open,1
47PK1321C0003,236220,2021-04-19,4740,Z2AA,West,V79BMWJ66XC6,24986,4,12493,Open,1
W9127822C0002,236220,2021-11-10,2100,Y1JZ,Southeast,N2WKZLLGTLL7,10044000,13,404769,Open,4
W912DW18C0031,236220,2018-09-18,2100,Y1JZ,West,VNPDQR925EH3,5801798,18,748812,Open,3
GS03P05AZC3018,236220,2006-05-09,4740,Z111,Southeast,E9DZZ985K5E3,155100,16,2198755,Restricted,1
HSCGG104CDTCGG104C3WK082,236220,2003-11-25,7008,Z199,Northeast,HMGZQFBHQ9C9,911000,10,138954,Open,4
GS11P10MAM0564,236220,2010-09-23,4740,Y111,Southeast,U7LLVBW1A646,19172,0,0,Open,1
W15QKN16C1013,236220,2016-06-03,2100,5410,Northeast,NGAADEXJE4U9,299126,0,0,Restricted,1
VA260C0833,236220,2010-11-03,3600,Y119,West,NH7JETMN3L59,6077500,11,222898,Open,10
N6247308C8654,236220,2008-09-23,1700,Y163,West,GMJPZCJDUG24,114580321,22,8663925,Open,""
